Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,8e-07,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH2,CH2 Peak Detect
-1.03632e-02,0.126,0.134
-1.03624e-02,0.118,0.098
-1.03616e-02,0.118,0.142
-1.03608e-02,0.126,0.106
-1.03600e-02,0.118,0.134
-1.03592e-02,0.126,0.11
-1.03584e-02,0.126,0.13
-1.03576e-02,0.122,0.11
-1.03568e-02,0.118,0.134
-1.03560e-02,0.126,0.106
-1.03552e-02,0.11,0.134
-1.03544e-02,0.118,0.094
-1.03536e-02,0.122,0.142
-1.03528e-02,0.118,0.106
-1.03520e-02,0.122,0.134
-1.03512e-02,0.11,0.106
-1.03504e-02,0.114,0.13
-1.03496e-02,0.114,0.106
-1.03488e-02,0.118,0.13
-1.03480e-02,0.118,0.106
-1.03472e-02,0.11,0.13
-1.03464e-02,0.118,0.098
-1.03456e-02,0.11,0.138
-1.03448e-02,0.114,0.102
-1.03440e-02,0.126,0.13
-1.03432e-02,0.114,0.102
-1.03424e-02,0.126,0.13
-1.03416e-02,0.118,0.094
-1.03408e-02,0.118,0.126
-1.03400e-02,0.114,0.102
-1.03392e-02,0.114,0.126
-1.03384e-02,0.122,0.098
-1.03376e-02,0.114,0.138
-1.03368e-02,0.114,0.102
-1.03360e-02,0.122,0.13
-1.03352e-02,0.122,0.102
-1.03344e-02,0.122,0.126
-1.03336e-02,0.126,0.102
-1.03328e-02,0.114,0.126
-1.03320e-02,0.114,0.102
-1.03312e-02,0.118,0.126
-1.03304e-02,0.118,0.086
-1.03296e-02,0.114,0.134
-1.03288e-02,0.114,0.106
-1.03280e-02,0.118,0.13
-1.03272e-02,0.114,0.106
-1.03264e-02,0.118,0.126
-1.03256e-02,0.114,0.098
-1.03248e-02,0.11,0.126
-1.03240e-02,0.114,0.098
-1.03232e-02,0.114,0.134
-1.03224e-02,0.114,0.094
-1.03216e-02,0.118,0.134
-1.03208e-02,0.114,0.102
-1.03200e-02,0.114,0.126
-1.03192e-02,0.11,0.098
-1.03184e-02,0.114,0.13
-1.03176e-02,0.118,0.102
-1.03168e-02,0.118,0.126
-1.03160e-02,0.106,0.102
-1.03152e-02,0.114,0.126
-1.03144e-02,0.114,0.094
-1.03136e-02,0.114,0.142
-1.03128e-02,0.114,0.098
-1.03120e-02,0.118,0.122
-1.03112e-02,0.11,0.098
-1.03104e-02,0.11,0.126
-1.03096e-02,0.114,0.098
-1.03088e-02,0.114,0.122
-1.03080e-02,0.11,0.098
-1.03072e-02,0.114,0.122
-1.03064e-02,0.106,0.09
-1.03056e-02,0.114,0.134
-1.03048e-02,0.118,0.098
-1.03040e-02,0.11,0.126
-1.03032e-02,0.106,0.098
-1.03024e-02,0.11,0.126
-1.03016e-02,0.11,0.098
-1.03008e-02,0.106,0.122
-1.03000e-02,0.11,0.098
-1.02992e-02,0.11,0.122
-1.02984e-02,0.118,0.09
-1.02976e-02,0.114,0.126
-1.02968e-02,0.106,0.098
-1.02960e-02,0.11,0.122
-1.02952e-02,0.114,0.098
-1.02944e-02,0.114,0.122
-1.02936e-02,0.114,0.098
-1.02928e-02,0.114,0.122
-1.02920e-02,0.114,0.094
-1.02912e-02,0.114,0.122
-1.02904e-02,0.106,0.086
-1.02896e-02,0.114,0.134
-1.02888e-02,0.114,0.094
-1.02880e-02,0.114,0.118
-1.02872e-02,0.106,0.094
-1.02864e-02,0.11,0.118
-1.02856e-02,0.102,0.094
-1.02848e-02,0.11,0.122
-1.02840e-02,0.11,0.09
-1.02832e-02,0.106,0.122
-1.02824e-02,0.106,0.09
-1.02816e-02,0.11,0.13
-1.02808e-02,0.106,0.094
-1.02800e-02,0.11,0.118
-1.02792e-02,0.11,0.09
-1.02784e-02,0.11,0.118
-1.02776e-02,0.11,0.09
-1.02768e-02,0.106,0.114
-1.02760e-02,0.11,0.09
-1.02752e-02,0.106,0.122
-1.02744e-02,0.106,0.086
-1.02736e-02,0.106,0.126
-1.02728e-02,0.102,0.094
-1.02720e-02,0.11,0.118
-1.02712e-02,0.11,0.09
-1.02704e-02,0.102,0.118
-1.02696e-02,0.11,0.09
-1.02688e-02,0.106,0.118
-1.02680e-02,0.11,0.094
-1.02672e-02,0.106,0.114
-1.02664e-02,0.11,0.086
-1.02656e-02,0.11,0.134
-1.02648e-02,0.102,0.09
-1.02640e-02,0.102,0.118
-1.02632e-02,0.106,0.09
-1.02624e-02,0.102,0.118
-1.02616e-02,0.106,0.09
-1.02608e-02,0.098,0.114
-1.02600e-02,0.102,0.09
-1.02592e-02,0.106,0.114
-1.02584e-02,0.11,0.082
-1.02576e-02,0.102,0.126
-1.02568e-02,0.098,0.094
-1.02560e-02,0.102,0.114
-1.02552e-02,0.106,0.09
-1.02544e-02,0.102,0.114
-1.02536e-02,0.106,0.086
-1.02528e-02,0.106,0.118
-1.02520e-02,0.11,0.09
-1.02512e-02,0.106,0.118
-1.02504e-02,0.11,0.078
-1.02496e-02,0.098,0.118
-1.02488e-02,0.102,0.09
-1.02480e-02,0.102,0.114
-1.02472e-02,0.102,0.09
-1.02464e-02,0.102,0.114
-1.02456e-02,0.098,0.09
-1.02448e-02,0.106,0.114
-1.02440e-02,0.102,0.082
-1.02432e-02,0.102,0.114
-1.02424e-02,0.106,0.082
-1.02416e-02,0.098,0.122
-1.02408e-02,0.102,0.086
-1.02400e-02,0.094,0.11
-1.02392e-02,0.102,0.086
-1.02384e-02,0.102,0.11
-1.02376e-02,0.094,0.086
-1.02368e-02,0.11,0.11
-1.02360e-02,0.094,0.078
-1.02352e-02,0.09,0.114
-1.02344e-02,0.094,0.078
-1.02336e-02,0.094,0.122
-1.02328e-02,0.102,0.086
-1.02320e-02,0.102,0.11
-1.02312e-02,0.098,0.086
-1.02304e-02,0.102,0.11
-1.02296e-02,0.094,0.086
-1.02288e-02,0.106,0.11
-1.02280e-02,0.102,0.078
-1.02272e-02,0.102,0.118
-1.02264e-02,0.102,0.082
-1.02256e-02,0.094,0.114
-1.02248e-02,0.102,0.086
-1.02240e-02,0.09,0.11
-1.02232e-02,0.098,0.086
-1.02224e-02,0.094,0.11
-1.02216e-02,0.094,0.078
-1.02208e-02,0.098,0.106
-1.02200e-02,0.094,0.07
-1.02192e-02,0.098,0.118
-1.02184e-02,0.098,0.078
-1.02176e-02,0.094,0.106
-1.02168e-02,0.098,0.082
-1.02160e-02,0.09,0.11
-1.02152e-02,0.09,0.078
-1.02144e-02,0.094,0.106
-1.02136e-02,0.094,0.078
-1.02128e-02,0.094,0.11
-1.02120e-02,0.098,0.066
-1.02112e-02,0.094,0.114
-1.02104e-02,0.106,0.082
-1.02096e-02,0.094,0.11
-1.02088e-02,0.094,0.078
-1.02080e-02,0.098,0.11
-1.02072e-02,0.098,0.082
-1.02064e-02,0.098,0.106
-1.02056e-02,0.09,0.082
-1.02048e-02,0.086,0.106
-1.02040e-02,0.082,0.066
-1.02032e-02,0.094,0.11
-1.02024e-02,0.086,0.078
-1.02016e-02,0.086,0.106
-1.02008e-02,0.098,0.078
-1.02000e-02,0.086,0.11
-1.01992e-02,0.094,0.078
-1.01984e-02,0.082,0.102
-1.01976e-02,0.086,0.078
-1.01968e-02,0.082,0.102
-1.01960e-02,0.086,0.07
-1.01952e-02,0.086,0.11
-1.01944e-02,0.09,0.074
-1.01936e-02,0.09,0.106
-1.01928e-02,0.09,0.074
-1.01920e-02,0.09,0.102
-1.01912e-02,0.094,0.078
-1.01904e-02,0.082,0.106
-1.01896e-02,0.082,0.078
-1.01888e-02,0.082,0.102
-1.01880e-02,0.098,0.07
-1.01872e-02,0.09,0.11
-1.01864e-02,0.094,0.066
-1.01856e-02,0.086,0.102
-1.01848e-02,0.09,0.078
-1.01840e-02,0.094,0.106
-1.01832e-02,0.09,0.078
-1.01824e-02,0.09,0.102
-1.01816e-02,0.086,0.078
-1.01808e-02,0.09,0.102
-1.01800e-02,0.09,0.066
-1.01792e-02,0.082,0.11
-1.01784e-02,0.082,0.074
-1.01776e-02,0.09,0.098
-1.01768e-02,0.086,0.074
-1.01760e-02,0.074,0.102
-1.01752e-02,0.09,0.07
-1.01744e-02,0.09,0.098
-1.01736e-02,0.082,0.074
-1.01728e-02,0.082,0.098
-1.01720e-02,0.078,0.062
-1.01712e-02,0.082,0.106
-1.01704e-02,0.086,0.07
-1.01696e-02,0.09,0.098
-1.01688e-02,0.094,0.074
-1.01680e-02,0.086,0.098
-1.01672e-02,0.086,0.07
-1.01664e-02,0.086,0.094
-1.01656e-02,0.074,0.07
-1.01648e-02,0.086,0.098
-1.01640e-02,0.082,0.066
-1.01632e-02,0.09,0.106
-1.01624e-02,0.086,0.07
-1.01616e-02,0.09,0.094
-1.01608e-02,0.086,0.07
-1.01600e-02,0.082,0.094
-1.01592e-02,0.074,0.07
-1.01584e-02,0.078,0.094
-1.01576e-02,0.074,0.066
-1.01568e-02,0.086,0.094
-1.01560e-02,0.09,0.054
-1.01552e-02,0.09,0.102
-1.01544e-02,0.086,0.07
-1.01536e-02,0.082,0.094
-1.01528e-02,0.078,0.066
-1.01520e-02,0.09,0.094
-1.01512e-02,0.074,0.07
-1.01504e-02,0.086,0.094
-1.01496e-02,0.078,0.07
-1.01488e-02,0.082,0.09
-1.01480e-02,0.082,0.062
-1.01472e-02,0.082,0.102
-1.01464e-02,0.078,0.07
-1.01456e-02,0.078,0.094
-1.01448e-02,0.086,0.066
-1.01440e-02,0.086,0.09
-1.01432e-02,0.078,0.062
-1.01424e-02,0.082,0.094
-1.01416e-02,0.078,0.066
-1.01408e-02,0.082,0.094
-1.01400e-02,0.086,0.062
-1.01392e-02,0.078,0.102
-1.01384e-02,0.078,0.07
-1.01376e-02,0.082,0.09
-1.01368e-02,0.078,0.066
-1.01360e-02,0.082,0.09
-1.01352e-02,0.066,0.066
-1.01344e-02,0.074,0.094
-1.01336e-02,0.078,0.066
-1.01328e-02,0.082,0.098
-1.01320e-02,0.082,0.062
-1.01312e-02,0.086,0.106
-1.01304e-02,0.074,0.07
-1.01296e-02,0.078,0.094
-1.01288e-02,0.082,0.066
-1.01280e-02,0.082,0.094
-1.01272e-02,0.074,0.062
-1.01264e-02,0.078,0.094
-1.01256e-02,0.082,0.066
-1.01248e-02,0.078,0.09
-1.01240e-02,0.074,0.05
-1.01232e-02,0.078,0.098
-1.01224e-02,0.074,0.062
-1.01216e-02,0.082,0.09
-1.01208e-02,0.074,0.062
-1.01200e-02,0.074,0.09
-1.01192e-02,0.07,0.062
-1.01184e-02,0.074,0.09
-1.01176e-02,0.078,0.062
-1.01168e-02,0.07,0.086
-1.01160e-02,0.074,0.054
-1.01152e-02,0.082,0.094
-1.01144e-02,0.07,0.066
-1.01136e-02,0.074,0.09
-1.01128e-02,0.074,0.062
-1.01120e-02,0.078,0.09
-1.01112e-02,0.078,0.058
-1.01104e-02,0.074,0.086
-1.01096e-02,0.074,0.058
-1.01088e-02,0.074,0.082
-1.01080e-02,0.07,0.054
-1.01072e-02,0.074,0.102
-1.01064e-02,0.07,0.058
-1.01056e-02,0.07,0.086
-1.01048e-02,0.078,0.062
-1.01040e-02,0.074,0.086
-1.01032e-02,0.074,0.058
-1.01024e-02,0.066,0.086
-1.01016e-02,0.074,0.062
-1.01008e-02,0.066,0.086
-1.01000e-02,0.062,0.05
-1.00992e-02,0.058,0.09
-1.00984e-02,0.058,0.054
-1.00976e-02,0.066,0.082
-1.00968e-02,0.062,0.054
-1.00960e-02,0.07,0.078
-1.00952e-02,0.074,0.058
-1.00944e-02,0.07,0.086
-1.00936e-02,0.074,0.058
-1.00928e-02,0.074,0.086
-1.00920e-02,0.066,0.05
-1.00912e-02,0.07,0.098
-1.00904e-02,0.066,0.058
-1.00896e-02,0.07,0.082
-1.00888e-02,0.066,0.054
-1.00880e-02,0.066,0.082
-1.00872e-02,0.07,0.054
-1.00864e-02,0.078,0.078
-1.00856e-02,0.07,0.058
-1.00848e-02,0.074,0.082
-1.00840e-02,0.066,0.054
-1.00832e-02,0.07,0.09
-1.00824e-02,0.066,0.054
-1.00816e-02,0.058,0.082
-1.00808e-02,0.062,0.058
-1.00800e-02,0.066,0.082
-1.00792e-02,0.062,0.054
-1.00784e-02,0.082,0.078
-1.00776e-02,0.058,0.05
-1.00768e-02,0.062,0.086
-1.00760e-02,0.07,0.042
-1.00752e-02,0.062,0.086
-1.00744e-02,0.066,0.054
-1.00736e-02,0.062,0.078
-1.00728e-02,0.07,0.054
-1.00720e-02,0.062,0.082
-1.00712e-02,0.062,0.058
-1.00704e-02,0.086,0.078
-1.00696e-02,0.066,0.05
-1.00688e-02,0.066,0.086
-1.00680e-02,0.066,0.05
-1.00672e-02,0.062,0.082
-1.00664e-02,0.066,0.054
-1.00656e-02,0.066,0.078
-1.00648e-02,0.066,0.054
-1.00640e-02,0.066,0.078
-1.00632e-02,0.058,0.05
-1.00624e-02,0.07,0.078
-1.00616e-02,0.066,0.042
-1.00608e-02,0.058,0.09
-1.00600e-02,0.074,0.054
-1.00592e-02,0.066,0.082
-1.00584e-02,0.058,0.054
-1.00576e-02,0.062,0.078
-1.00568e-02,0.062,0.05
-1.00560e-02,0.062,0.078
-1.00552e-02,0.062,0.05
-1.00544e-02,0.062,0.07
-1.00536e-02,0.062,0.042
-1.00528e-02,0.062,0.09
-1.00520e-02,0.058,0.046
-1.00512e-02,0.058,0.074
-1.00504e-02,0.058,0.046
-1.00496e-02,0.062,0.078
-1.00488e-02,0.062,0.05
-1.00480e-02,0.062,0.07
-1.00472e-02,0.066,0.05
-1.00464e-02,0.058,0.074
-1.00456e-02,0.066,0.042
-1.00448e-02,0.058,0.082
-1.00440e-02,0.066,0.05
-1.00432e-02,0.062,0.074
-1.00424e-02,0.062,0.054
-1.00416e-02,0.062,0.078
-1.00408e-02,0.062,0.046
-1.00400e-02,0.058,0.074
-1.00392e-02,0.062,0.046
-1.00384e-02,0.054,0.074
-1.00376e-02,0.058,0.034
-1.00368e-02,0.062,0.082
-1.00360e-02,0.058,0.046
-1.00352e-02,0.058,0.074
-1.00344e-02,0.058,0.046
-1.00336e-02,0.058,0.07
-1.00328e-02,0.058,0.046
-1.00320e-02,0.05,0.074
-1.00312e-02,0.062,0.05
-1.00304e-02,0.058,0.07
-1.00296e-02,0.054,0.038
-1.00288e-02,0.07,0.082
-1.00280e-02,0.058,0.042
-1.00272e-02,0.066,0.074
-1.00264e-02,0.062,0.05
-1.00256e-02,0.058,0.074
-1.00248e-02,0.054,0.046
-1.00240e-02,0.062,0.07
-1.00232e-02,0.062,0.046
-1.00224e-02,0.058,0.07
-1.00216e-02,0.058,0.038
-1.00208e-02,0.058,0.082
-1.00200e-02,0.054,0.042
-1.00192e-02,0.058,0.074
-1.00184e-02,0.058,0.042
-1.00176e-02,0.05,0.066
-1.00168e-02,0.058,0.046
-1.00160e-02,0.054,0.066
-1.00152e-02,0.058,0.042
-1.00144e-02,0.054,0.066
-1.00136e-02,0.05,0.03
-1.00128e-02,0.054,0.082
-1.00120e-02,0.058,0.042
-1.00112e-02,0.054,0.07
-1.00104e-02,0.058,0.042
-1.00096e-02,0.05,0.07
-1.00088e-02,0.054,0.042
-1.00080e-02,0.054,0.066
-1.00072e-02,0.058,0.042
-1.00064e-02,0.054,0.066
-1.00056e-02,0.058,0.03
-1.00048e-02,0.058,0.078
-1.00040e-02,0.058,0.038
-1.00032e-02,0.05,0.066
-1.00024e-02,0.058,0.042
-1.00016e-02,0.046,0.066
-1.00008e-02,0.05,0.034
-1.00000e-02,0.05,0.066
-9.99920e-03,0.046,0.042
-9.99840e-03,0.054,0.066
-9.99760e-03,0.058,0.034
-9.99680e-03,0.054,0.078
-9.99600e-03,0.058,0.042
-9.99520e-03,0.054,0.066
-9.99440e-03,0.054,0.038
-9.99360e-03,0.054,0.066
-9.99280e-03,0.054,0.038
-9.99200e-03,0.05,0.066
-9.99120e-03,0.038,0.038
-9.99040e-03,0.05,0.066
-9.98960e-03,0.058,0.03
-9.98880e-03,0.058,0.078
-9.98800e-03,0.05,0.038
-9.98720e-03,0.05,0.062
-9.98640e-03,0.05,0.042
-9.98560e-03,0.054,0.058
-9.98480e-03,0.05,0.038
-9.98400e-03,0.054,0.066
-9.98320e-03,0.038,0.042
-9.98240e-03,0.046,0.062
-9.98160e-03,0.05,0.026
-9.98080e-03,0.054,0.066
-9.98000e-03,0.05,0.038
-9.97920e-03,0.046,0.062
-9.97840e-03,0.05,0.038
-9.97760e-03,0.046,0.062
-9.97680e-03,0.054,0.042
-9.97600e-03,0.05,0.062
-9.97520e-03,0.046,0.038
-9.97440e-03,0.046,0.062
-9.97360e-03,0.05,0.03
-9.97280e-03,0.046,0.074
-9.97200e-03,0.046,0.038
-9.97120e-03,0.05,0.066
-9.97040e-03,0.042,0.034
-9.96960e-03,0.05,0.058
-9.96880e-03,0.046,0.038
-9.96800e-03,0.042,0.062
-9.96720e-03,0.05,0.034
-9.96640e-03,0.054,0.062
-9.96560e-03,0.054,0.026
-9.96480e-03,0.054,0.074
-9.96400e-03,0.054,0.038
-9.96320e-03,0.05,0.062
-9.96240e-03,0.05,0.034
-9.96160e-03,0.05,0.062
-9.96080e-03,0.046,0.038
-9.96000e-03,0.046,0.058
-9.95920e-03,0.05,0.034
-9.95840e-03,0.05,0.058
-9.95760e-03,0.046,0.026
-9.95680e-03,0.054,0.066
-9.95600e-03,0.046,0.034
-9.95520e-03,0.046,0.058
-9.95440e-03,0.046,0.034
-9.95360e-03,0.046,0.058
-9.95280e-03,0.046,0.034
-9.95200e-03,0.05,0.058
-9.95120e-03,0.042,0.034
-9.95040e-03,0.046,0.062
-9.94960e-03,0.05,0.022
-9.94880e-03,0.042,0.066
-9.94800e-03,0.046,0.034
-9.94720e-03,0.042,0.058
-9.94640e-03,0.046,0.03
-9.94560e-03,0.038,0.054
-9.94480e-03,0.046,0.03
-9.94400e-03,0.042,0.054
-9.94320e-03,0.042,0.03
-9.94240e-03,0.05,0.058
-9.94160e-03,0.046,0.022
-9.94080e-03,0.042,0.066
-9.94000e-03,0.054,0.034
-9.93920e-03,0.05,0.054
-9.93840e-03,0.046,0.034
-9.93760e-03,0.054,0.058
-9.93680e-03,0.042,0.034
-9.93600e-03,0.05,0.054
-9.93520e-03,0.046,0.034
-9.93440e-03,0.042,0.054
-9.93360e-03,0.046,0.022
-9.93280e-03,0.042,0.066
-9.93200e-03,0.046,0.03
-9.93120e-03,0.038,0.058
-9.93040e-03,0.042,0.03
-9.92960e-03,0.046,0.054
-9.92880e-03,0.046,0.03
-9.92800e-03,0.042,0.054
-9.92720e-03,0.038,0.03
-9.92640e-03,0.046,0.054
-9.92560e-03,0.046,0.022
-9.92480e-03,0.042,0.066
-9.92400e-03,0.042,0.03
-9.92320e-03,0.046,0.054
-9.92240e-03,0.038,0.03
-9.92160e-03,0.042,0.058
-9.92080e-03,0.042,0.026
-9.92000e-03,0.042,0.058
-9.91920e-03,0.05,0.03
-9.91840e-03,0.038,0.054
-9.91760e-03,0.046,0.018
-9.91680e-03,0.05,0.066
-9.91600e-03,0.046,0.03
-9.91520e-03,0.038,0.054
-9.91440e-03,0.034,0.03
-9.91360e-03,0.042,0.054
-9.91280e-03,0.042,0.03
-9.91200e-03,0.05,0.054
-9.91120e-03,0.034,0.03
-9.91040e-03,0.042,0.054
-9.90960e-03,0.046,0.018
-9.90880e-03,0.046,0.062
-9.90800e-03,0.038,0.03
-9.90720e-03,0.046,0.054
-9.90640e-03,0.046,0.03
-9.90560e-03,0.046,0.054
-9.90480e-03,0.042,0.03
-9.90400e-03,0.054,0.054
-9.90320e-03,0.046,0.022
-9.90240e-03,0.046,0.066
-9.90160e-03,0.034,0.022
-9.90080e-03,0.038,0.062
-9.90000e-03,0.038,0.03
-9.89920e-03,0.038,0.05
-9.89840e-03,0.038,0.03
-9.89760e-03,0.038,0.05
-9.89680e-03,0.042,0.03
-9.89600e-03,0.05,0.054
-9.89520e-03,0.038,0.018
-9.89440e-03,0.042,0.062
-9.89360e-03,0.038,0.022
-9.89280e-03,0.046,0.054
-9.89200e-03,0.034,0.026
-9.89120e-03,0.038,0.054
-9.89040e-03,0.038,0.03
-9.88960e-03,0.042,0.05
-9.88880e-03,0.038,0.026
-9.88800e-03,0.046,0.05
-9.88720e-03,0.038,0.01
-9.88640e-03,0.038,0.058
-9.88560e-03,0.038,0.026
-9.88480e-03,0.054,0.05
-9.88400e-03,0.034,0.026
-9.88320e-03,0.03,0.054
-9.88240e-03,0.034,0.026
-9.88160e-03,0.038,0.05
-9.88080e-03,0.026,0.026
-9.88000e-03,0.034,0.05
-9.87920e-03,0.038,0.014
-9.87840e-03,0.034,0.058
-9.87760e-03,0.038,0.022
-9.87680e-03,0.03,0.05
-9.87600e-03,0.038,0.026
-9.87520e-03,0.038,0.05
-9.87440e-03,0.034,0.026
-9.87360e-03,0.034,0.046
-9.87280e-03,0.038,0.022
-9.87200e-03,0.03,0.05
-9.87120e-03,0.034,0.018
-9.87040e-03,0.042,0.054
-9.86960e-03,0.038,0.026
-9.86880e-03,0.038,0.05
-9.86800e-03,0.038,0.026
-9.86720e-03,0.034,0.05
-9.86640e-03,0.038,0.026
-9.86560e-03,0.03,0.046
-9.86480e-03,0.034,0.026
-9.86400e-03,0.026,0.05
-9.86320e-03,0.034,0.014
-9.86240e-03,0.03,0.054
-9.86160e-03,0.038,0.018
-9.86080e-03,0.034,0.05
-9.86000e-03,0.038,0.022
-9.85920e-03,0.038,0.046
-9.85840e-03,0.038,0.026
-9.85760e-03,0.038,0.046
-9.85680e-03,0.034,0.026
-9.85600e-03,0.038,0.046
-9.85520e-03,0.038,0.014
-9.85440e-03,0.038,0.058
-9.85360e-03,0.038,0.018
-9.85280e-03,0.034,0.046
-9.85200e-03,0.034,0.022
-9.85120e-03,0.034,0.046
-9.85040e-03,0.042,0.018
-9.84960e-03,0.034,0.046
-9.84880e-03,0.038,0.022
-9.84800e-03,0.034,0.046
-9.84720e-03,0.034,0.018
-9.84640e-03,0.034,0.058
-9.84560e-03,0.038,0.022
-9.84480e-03,0.03,0.046
-9.84400e-03,0.03,0.022
-9.84320e-03,0.034,0.046
-9.84240e-03,0.034,0.018
-9.84160e-03,0.034,0.046
-9.84080e-03,0.034,0.022
-9.84000e-03,0.03,0.042
-9.83920e-03,0.03,0.014
-9.83840e-03,0.042,0.058
-9.83760e-03,0.034,0.022
-9.83680e-03,0.03,0.046
-9.83600e-03,0.03,0.022
-9.83520e-03,0.038,0.046
-9.83440e-03,0.03,0.018
-9.83360e-03,0.026,0.042
-9.83280e-03,0.026,0.018
-9.83200e-03,0.042,0.046
-9.83120e-03,0.038,0.014
-9.83040e-03,0.038,0.05
-9.82960e-03,0.038,0.026
-9.82880e-03,0.03,0.042
-9.82800e-03,0.034,0.022
-9.82720e-03,0.03,0.046
-9.82640e-03,0.026,0.022
-9.82560e-03,0.03,0.042
-9.82480e-03,0.018,0.018
-9.82400e-03,0.038,0.042
-9.82320e-03,0.026,0.014
-9.82240e-03,0.03,0.054
-9.82160e-03,0.038,0.022
-9.82080e-03,0.03,0.042
-9.82000e-03,0.03,0.022
-9.81920e-03,0.03,0.042
-9.81840e-03,0.034,0.022
-9.81760e-03,0.03,0.046
-9.81680e-03,0.022,0.022
-9.81600e-03,0.034,0.042
-9.81520e-03,0.03,0.014
-9.81440e-03,0.03,0.05
-9.81360e-03,0.026,0.018
-9.81280e-03,0.03,0.042
-9.81200e-03,0.026,0.018
-9.81120e-03,0.034,0.042
-9.81040e-03,0.03,0.018
-9.80960e-03,0.026,0.042
-9.80880e-03,0.026,0.022
-9.80800e-03,0.03,0.042
-9.80720e-03,0.026,0.006
-9.80640e-03,0.034,0.05
-9.80560e-03,0.034,0.018
-9.80480e-03,0.03,0.042
-9.80400e-03,0.026,0.018
-9.80320e-03,0.03,0.046
-9.80240e-03,0.03,0.018
-9.80160e-03,0.026,0.046
-9.80080e-03,0.03,0.018
-9.80000e-03,0.03,0.038
-9.79920e-03,0.026,0.01
-9.79840e-03,0.026,0.046
-9.79760e-03,0.034,0.018
-9.79680e-03,0.026,0.042
-9.79600e-03,0.034,0.018
-9.79520e-03,0.026,0.042
-9.79440e-03,0.03,0.018
-9.79360e-03,0.03,0.038
-9.79280e-03,0.03,0.018
-9.79200e-03,0.026,0.042
-9.79120e-03,0.034,0.01
-9.79040e-03,0.022,0.05
-9.78960e-03,0.03,0.018
-9.78880e-03,0.026,0.038
-9.78800e-03,0.03,0.018
-9.78720e-03,0.026,0.042
-9.78640e-03,0.026,0.018
-9.78560e-03,0.022,0.038
-9.78480e-03,0.03,0.018
-9.78400e-03,0.038,0.042
-9.78320e-03,0.03,0.01
-9.78240e-03,0.034,0.05
-9.78160e-03,0.026,0.022
-9.78080e-03,0.03,0.042
-9.78000e-03,0.026,0.022
-9.77920e-03,0.026,0.046
-9.77840e-03,0.026,0.018
-9.77760e-03,0.026,0.042
-9.77680e-03,0.026,0.018
-9.77600e-03,0.03,0.042
-9.77520e-03,0.026,0.014
-9.77440e-03,0.022,0.05
-9.77360e-03,0.026,0.018
-9.77280e-03,0.026,0.042
-9.77200e-03,0.03,0.018
-9.77120e-03,0.026,0.038
-9.77040e-03,0.03,0.018
-9.76960e-03,0.03,0.038
-9.76880e-03,0.018,0.018
-9.76800e-03,0.026,0.038
-9.76720e-03,0.038,0.006
-9.76640e-03,0.034,0.042
-9.76560e-03,0.026,0.018
-9.76480e-03,0.03,0.042
-9.76400e-03,0.026,0.018
-9.76320e-03,0.03,0.042
-9.76240e-03,0.026,0.018
-9.76160e-03,0.026,0.042
-9.76080e-03,0.022,0.022
-9.76000e-03,0.026,0.042
-9.75920e-03,0.026,0.006
-9.75840e-03,0.03,0.05
-9.75760e-03,0.03,0.014
-9.75680e-03,0.026,0.038
-9.75600e-03,0.03,0.018
-9.75520e-03,0.026,0.042
-9.75440e-03,0.026,0.018
-9.75360e-03,0.03,0.042
-9.75280e-03,0.022,0.018
-9.75200e-03,0.03,0.042
-9.75120e-03,0.026,0.006
-9.75040e-03,0.03,0.05
-9.74960e-03,0.026,0.018
-9.74880e-03,0.03,0.038
-9.74800e-03,0.026,0.018
-9.74720e-03,0.03,0.038
-9.74640e-03,0.03,0.014
-9.74560e-03,0.038,0.038
-9.74480e-03,0.022,0.014
-9.74400e-03,0.03,0.042
-9.74320e-03,0.034,0.002
-9.74240e-03,0.026,0.046
-9.74160e-03,0.026,0.018
-9.74080e-03,0.03,0.038
-9.74000e-03,0.018,0.014
-9.73920e-03,0.03,0.038
-9.73840e-03,0.022,0.014
-9.73760e-03,0.042,0.038
-9.73680e-03,0.034,0.006
-9.73600e-03,0.026,0.05
-9.73520e-03,0.022,0.006
-9.73440e-03,0.03,0.042
-9.73360e-03,0.03,0.018
-9.73280e-03,0.022,0.038
-9.73200e-03,0.022,0.014
-9.73120e-03,0.026,0.038
-9.73040e-03,0.03,0.014
-9.72960e-03,0.03,0.038
-9.72880e-03,0.03,0.006
-9.72800e-03,0.034,0.042
-9.72720e-03,0.03,0.014
-9.72640e-03,0.018,0.038
-9.72560e-03,0.022,0.014
-9.72480e-03,0.022,0.042
-9.72400e-03,0.014,0.01
-9.72320e-03,0.022,0.034
-9.72240e-03,0.026,0.01
-9.72160e-03,0.03,0.042
-9.72080e-03,0.026,0.002
-9.72000e-03,0.022,0.046
-9.71920e-03,0.03,0.014
-9.71840e-03,0.03,0.038
-9.71760e-03,0.034,0.014
-9.71680e-03,0.026,0.042
-9.71600e-03,0.026,0.018
-9.71520e-03,0.022,0.038
-9.71440e-03,0.03,0.014
-9.71360e-03,0.018,0.038
